url,nombre,categoría,derivadas,derivadaRevisada
https://farsamag.com/obras/una-y-mil/,¿Una y Mil?,Imperdible,"/obra79593-despojo-una-comedia-familiarmente-bipolar, /obra77995-una-familia-encantada, /obra78692-una-y-mil, /obra58576-militonti-una-competencia-epica, /obra77624-una-familia-tipo, /obra63957-una-familia-feliz, /obra73454-herederos-un-velatorio-online-y-una-familia-desconectada, /obra49934-lo-total-un-milagro-en-algunas-luces-y-sombras, /obra3648-los-albornoz-delicias-de-una-familia-argentina, /obra68778-ciclo-de-guitarras-sebastian-luna-y-emiliano-ferrer, /obra68057-pueblerinos-como-una-gran-familia, /obra59205-las-mil-y-una-noches, /obra58445-una-familia-especial, /obra50504-la-vida-es-una-milonga, /obra52297-los-besugo-una-familia-pirata, /obra48242-las-mil-y-una-noches-relatos-para-ver-el-sol, /obra50723-una-mirada-familiar, /obra21269-las-mil-y-una-noches-arabes, /obra36321-inverosimil-una-tragedia-mundana, /obra41042-las-mil-y-una-voces-del-humor, /obra42274-las-mil-y-una, /obra42185-las-mil-noches-y-una-noche, /obra41109-las-mil-y-unas-noches, /obra37137-una-ultima-milonga-antes-del-alba, /obra39322-muestra-maximiliano-luna, /obra29294-siameses-historia-de-una-familia-normal, /obra32438-una-familia-tipo, /obra28296-una-sonrisa-vale-mas-que-mil-palabras, /obra30471-una-sonrisa-vale-mas-que-mil-palabras, /obra30502-la-vida-es-una-milonga, /obra25020-psicologia-barata-para-una-familia-berreta, /obra25381-una-historia-llena-de-mil-fantasias, /obra25337-los-locos-addams-una-familia-muy-normal, /obra13342-pequena-historia-de-una-familia-fragmentada, /obra19765-relatos-eroticos-sobre-una-seleccion-de-las-mil-y-una-noches, /obra13188-una-familia-muy-especial, /obra10118-las-mil-y-una-noches, /obra13546-una-familia-dentro-de-la-nieve, /obra16064-las-mil-y-una-noches, /obra16523-proyecciones-krause-una-deconstruccion-familiar, /obra16181-las-mil-y-una-historias, /obra15259-una-familia-tipo, /obra15411-una-sombra-donde-suena-camila-o-gorman, /obra9498-una-familia-poco-normal, /obra9926-los-albornoz-delicias-de-una-familia-argentina, /obra8479-los-sobrevivientes-una-historia-familiar, /obra5402-los-albornoz-delicias-de-una-familia-argentina, /obra2371-mil-cuentos-para-una-noche, /obra2720-las-mil-y-una-noches-argentinas, /obra45411-las-mil-y-una-noches, /obra11849-las-mil-y-una-nachas, /obra50086-las-mil-y-una-nachas, /obra49790-las-mil-y-una-nachas, /obra10099-una-historia-casi-verosimil, /obra42939-las-mil-y-una-alegrias, /obra48226-una-novia-una-casa-y-cien-mil-pesos, /obra2595-bajorey-el-estado-de-una-y-mil-noches, /obra80462-orquesta-tipica-di-pasquale-milagros-caliva-y-noelia-sinkunas, /obra42377-una-visita-familiar",False
https://farsamag.com/obras/31/,*31#,Reseña,,False
https://farsamag.com/obras/la-cuna-vacia/,La cuna vacía,Destacada,/obra6280-la-cuna-vacia,False
https://farsamag.com/obras/las-reinas/,Las Reinas,Reseña,"/obra79624-las-dos-reinas, /obra77690-las-reinas, /obra26528-las-reinas-del-strip, /obra7978-el-rey-las-reinas-el-medico-y-ella",False
https://farsamag.com/obras/miedo/,Miedo,Reseña,"/obra67171-los-miedos, /obra51721-miedo, /obra56051-miedo, /obra23405-miiedo, /obra56773-ensayo-sobre-el-miedo-distopia-grotesca-sobre-el-fin-del-mundo, /obra54382-cuiqui-el-mundo-de-los-miedos, /obra77698-los-miedos-de-anita, /obra79544-tanto-miedo-que-da-risa, /obra76599-cuando-el-miedo-se-transforma-en-silencios, /obra74431-un-dia-vi-el-miedo-alejarse-de-mi, /obra74723-la-reina-del-miedo, /obra76546-noviembre-los-miedos-sobre-la-mesa, /obra76856-la-historia-de-mis-miedos, /obra74874-canciones-para-no-tener-miedo-virtual, /obra74849-para-ser-valiente-hay-que-tener-miedo, /obra75300-pesadilla-popular-lo-normal-es-tener-miedo, /obra21309-chau-senor-miedo, /obra71262-chau-senor-miedo, /obra40492-miedos, /obra63788-con-este-miedo-al-futuro, /obra62818-bombon-vecinal-no-tengas-miedo-no-de-moro-anghileri, /obra35617-el-miedo-de-toda-mujer, /obra57434-los-engranajes-del-miedo, /obra60670-lucas-rosasco-amor-y-miedo, /obra41378-angeli-improvisa-que-da-miedo, /obra52281-jorge-el-miedoso, /obra52359-la-princesa-azulada-la-valiente-de-los-miedos, /obra36755-juan-sin-miedo, /obra36424-cuatro-noches-y-el-miedo-a-estar-solo, /obra41981-chau-sr-miedo, /obra40055-no-tengas-miedo, /obra42456-historia-del-miedo, /obra29335-todos-mis-miedos, /obra34838-miedos-privados-en-lugares-publicos, /obra37618-el-miedo-mas-profundo, /obra24025-canciones-para-no-tener-miedo, /obra27759-chau-senor-miedo, /obra33352-ninacocinamiedos, /obra39379-las-aventuras-de-juan-sin-miedo, /obra27791-el-olor-del-miedo, /obra28571-rebeca-y-la-sociedad-antimiedo, /obra27718-cuentos-para-disfrutar-con-miedo, /obra20852-el-miedo, /obra23730-del-miedo-y-sus-racimos, /obra24558-juan-sin-miedo, /obra24497-juanito-una-aventura-sin-miedo, /obra16039-el-miedo-en-tiempos-de-lluvia, /obra17544-chau-senor-miedo, /obra19004-quien-dijo-miedo, /obra20686-chau-sr-miedo, /obra21903-no-te-quiero-miedo, /obra22844-sir-castillo-del-miedo-evo, /obra15992-tengo-miedo-torero, /obra17388-juan-sin-miedo, /obra16267-todos-los-miedos, /obra17818-bu-nadie-tiene-miedo, /obra15706-me-rio-del-miedo, /obra14683-juan-sin-miedo, /obra35607-paulatina-aproximacion-a-un-teorema-dramatico-del-miedo, /obra52044-las-mujeres-me-dan-miedo, /obra58162-quien-dijo-miedo, /obra73052-el-miedo-de-la-rosa, /obra34692-tengo-miedo-de-la-noche, /obra42116-vivir-sin-miedo, /obra58161-quien-dijo-miedo, /obra65821-sin-dudas-sin-miedos-sin-tiempo, /obra52043-las-mujeres-me-dan-miedo, /obra29123-no-seas-mala-me-da-miedo, /obra30012-a-mi-chica-le-gustan-las-de-miedo, /obra16565-la-nina-que-queria-aprender-a-tener-miedo",False
https://farsamag.com/obras/sagrado-bosque-de-monstruos/,Sagrado bosque de monstruos,Destacada,/obra60026-sagrado-bosque-de-monstruos,False
https://farsamag.com/obras/el-test/,El Test,Reseña,"/obra74386-el-test, /obra56193-el-test, /obra65947-el-testigo, /obra56262-el-testigo, /obra23229-el-testamento-de-leonardo, /obra18738-el-testigo-le-temoin, /obra11995-el-testamento-del-sastre, /obra47198-el-testamento-olografico-o-la-herencia-del-tio, /obra72823-infancia-basura-testimonio-ii-el, /obra65439-el-sagrado-testamento, /obra31824-breve-apologia-del-caos-por-exceso-de-testosterona-en-las-calles-de-manhattan, /obra26643-test-arte-en-la-escuela, /obra22977-historia-del-llanto-un-testimonio, /obra17752-potestad-el-ultimo-verso, /obra13108-cita-del-cinematografo-greitest-jits, /obra12423-testigos-del-pasado, /obra2760-el-mismo-testigo, /obra48324-el-testigo-invisible-o-la-capilla-en-los-bosques, /obra72054-el-testamento-de-don-tomas, /obra51814-el-testamento-de-fausto, /obra9734-el-testamento, /obra50015-el-testamento-olografo, /obra48683-la-loca-o-el-testamento-de-una-inglesa",False
https://farsamag.com/obras/el-inestimable-hermano/,El inestimable hermano,Reseña,/obra53397-el-inestimable-hermano,False
https://farsamag.com/obras/yorick-la-mirada-del-bufon/,"Yorick, la mirada del bufón",Reseña,/obra77656-yorick-la-mirada-del-bufon,False
https://farsamag.com/obras/los-rotos/,Los rotos,Destacada,"/obra58795-los-rotos, /obra68129-los-rotos-flora-no-es-un-canto-a-la-vida, /obra78617-la-teoria-de-los-vidrios-rotos, /obra76572-el-boulevard-de-los-suenos-rotos-una-comedia-de-oficina, /obra73280-el-club-de-los-corazoncitos-rotos, /obra65516-con-los-huevos-rotos, /obra51858-bidegain-y-los-psicopatas-ambulantes-presentan-rocanrotos, /obra41047-bidegain-y-los-psicopatas-ambulantes-presentan-rocanrotos, /obra52491-todo-y-nada-fragmentos-rotos-de-amor-y-un-sueno-espantoso-o-los-restos-de-tito-andronico, /obra26267-la-cena-de-los-crotos, /obra23457-a-donde-van-los-corazones-rotos, /obra18057-la-laguna-de-los-platos-rotos, /obra13035-los-espejos-rotos, /obra68127-los-rotos-de-carla-finco",False
https://farsamag.com/obras/retrospectiva-piel-del-lava/,Retrospectiva PIEL DEL LAVA,Imperdible,,False
https://farsamag.com/obras/me-decis-de-manana/,¿Me decís de mañana?,Destacada,/obra58930-me-decis-de-manana,False
https://farsamag.com/obras/edipo-en-ezeiza/,Edipo en Ezeiza,Destacada,"/obra38940-edipo-en-ezeiza, /obra27740-edipo-en-ezeiza",False
https://farsamag.com/obras/bufarra/,"Bufarra, carne a la parrilla",Reseña,/obra40120-bufarra-carne-a-la-parrilla,False
https://farsamag.com/obras/la-casa-oscura/,La casa oscura,Destacada,"/obra75159-la-casa-oscura-un-show-documental-sobre-la-salud-mental, /obra34119-la-casa-oscura",False
https://farsamag.com/obras/la-falcon-musical-de-tangos-sobre-la-vida-de-ada-falcon/,La Falcón musical de Tangos sobre la vida de Ada Falcón,Reseña,/obra71126-la-falcon-musical-de-tangos-sobre-la-vida-de-ada-falcon,False
https://farsamag.com/obras/las-mackallister/,Las Mackallister,Destacada,/obra52382-mck-las-makallister,False
