urlAT,categoríaAT,categoríaF,categoríaLN,volumenAT
https://www.alternativateatral.com//obra58470-lo-salvaje,3.8684210526315788,5.0,,38
https://www.alternativateatral.com//obra15434-el-nono-dice-no,4.0,,,2
https://www.alternativateatral.com//obra81971-digan-wisky,4.3076923076923075,,,13
https://www.alternativateatral.com//obra31317-cuando-te-mueras-del-todo,4.166666666666667,,,6
https://www.alternativateatral.com//obra80820-raices,4.5,,,2
https://www.alternativateatral.com//obra40464-coro-municipal-de-ninos,4.333333333333333,,,12
https://www.alternativateatral.com//obra6988-cafe-concert-la-reunion-de-taper,4.0,,,1
https://www.alternativateatral.com//obra81710-encuentro-fin-de-ano-el-jufre,4.666666666666667,,,3
https://www.alternativateatral.com//obra20289-ultima-sala-hay-alguien-ahi,4.090909090909091,,,11
https://www.alternativateatral.com//obra16377-maraton-de-nueva-york,4.066666666666666,,,15
https://www.alternativateatral.com//obra77827-la-descamisada-evita-y-vos-frente-a-frente,4.32,,,25
https://www.alternativateatral.com//obra51405-el-frasco,4.384615384615385,,,39
https://www.alternativateatral.com//obra45765-tartufeta,4.222222222222222,,,18
https://www.alternativateatral.com//obra61087-la-martin-fierro-la-ultima-villa-del-pais,4.5,,,2
https://www.alternativateatral.com//obra63700-que-todas-las-vaquitas-de-argentina-griten-mu,4.354838709677419,,,93
https://www.alternativateatral.com//obra31590-sesion-continua,3.7,,,10
https://www.alternativateatral.com//obra28754-nada-esta-escrito,4.0,,,1
https://www.alternativateatral.com//obra6317-la-cantante-calva,4.333333333333333,,,3
https://www.alternativateatral.com//obra43411-festival-dos-veces-bueno-programa-5,3.6666666666666665,,,3
https://www.alternativateatral.com//obra65643-buenos-aires-bares,4.315789473684211,,,38
https://www.alternativateatral.com//obra14256-swing-time,4.0,,,2
https://www.alternativateatral.com//obra43482-la-gente-como-yo,4.037037037037037,,,54
https://www.alternativateatral.com//obra59236-seremos-reinas,4.714285714285714,,,14
https://www.alternativateatral.com//obra79559-conurbano-cotidiano,4.315068493150685,5.0,,73
https://www.alternativateatral.com//obra59292-la-reunificacion-de-las-dos-coreas,2.75,,,4
https://www.alternativateatral.com//obra36510-arrimos,3.55,,,20
https://www.alternativateatral.com//obra32958-el-curioso-caso-del-dr-zorondo,3.8,,,25
https://www.alternativateatral.com//obra8858-julieta-y-romeo-lado-b,3.0,,,4
https://www.alternativateatral.com//obra30749-un-clavo-en-el-corazon,4.0,,,7
https://www.alternativateatral.com//obra29838-mi-humo-al-sol,4.0,,,1
https://www.alternativateatral.com//obra66466-3er-festival-nun-de-teatro-para-chicus,3.6666666666666665,,,9
https://www.alternativateatral.com//obra64329-ha-llegado-un-inspector,4.379310344827586,,,87
https://www.alternativateatral.com//obra74068-las-putas-2-convivencia,4.45,,,20
https://www.alternativateatral.com//obra65079-la-casa-de-bernarda-alba,4.346153846153846,,,26
https://www.alternativateatral.com//obra7693-previsibles-sarnismo-arquetipico-regional,3.3333333333333335,,,3
https://www.alternativateatral.com//obra60360-mike-chouhy--este-ano-cumplo-30--sala-2,4.461538461538462,,,13
https://www.alternativateatral.com//obra80628-paraiso-rosa,4.4,,,20
https://www.alternativateatral.com//obra68812-concierto-para-sonambulos,5.0,,,3
https://www.alternativateatral.com//obra30609-el-cuidador,3.4444444444444446,,,9
https://www.alternativateatral.com//obra32932-un-dia-es-un-monton-de-cosas,2.5,,,4
https://www.alternativateatral.com//obra45063-brochero,4.411764705882353,,,17
https://www.alternativateatral.com//obra23483-la-cabeza-en-las-nubes,4.125,,,8
https://www.alternativateatral.com//obra50567-el-botella,4.2063492063492065,,,63
https://www.alternativateatral.com//obra59438-las-encadenadas,4.148148148148148,,,54
https://www.alternativateatral.com//obra53039-tres-munecas-de-nieve,3.6923076923076925,,,13
https://www.alternativateatral.com//obra41163-la-casa-ache,4.536585365853658,,,82
https://www.alternativateatral.com//obra66849-senorita-x,4.0,,,3
https://www.alternativateatral.com//obra78200-variete-bertolt,4.857142857142857,,,7
https://www.alternativateatral.com//obra51249-domenico-enjuiciado,3.5,,,2
https://www.alternativateatral.com//obra65097-el-rol,4.785714285714286,,,14
https://www.alternativateatral.com//obra74255-ciclo-inmediato-domingo,4.5,,,2
https://www.alternativateatral.com//obra24095-mini-mision-caso-2-la-naturaleza-corre-peligro,4.133333333333334,,,15
https://www.alternativateatral.com//obra37081-del-gallo-cantor-cantata,4.571428571428571,,,14
https://www.alternativateatral.com//obra76954-liminal,5.0,,,3
https://www.alternativateatral.com//obra72649-todos-los-ex-del-mundo,4.285714285714286,,,7
https://www.alternativateatral.com//obra51805-el-lugar,3.3333333333333335,,,3
https://www.alternativateatral.com//obra8380-adela-esta-cazando-patos,3.5,,,2
https://www.alternativateatral.com//obra57853-sala-3--robo,3.25,,,8
https://www.alternativateatral.com//obra52570-viejos-de-egresados,4.25,,,4
https://www.alternativateatral.com//obra62749-las-hermanas-desgracia--sala-3,3.1538461538461537,,,13
https://www.alternativateatral.com//obra9777-babilonia,4.0,,,3
https://www.alternativateatral.com//obra60192-fraternidad-nortena,5.0,,,2
https://www.alternativateatral.com//obra23370-esperandos-la-famosa,4.5,,,6
https://www.alternativateatral.com//obra33164-vos-te-crees-que-es-facil-ser-sofia-bozan,4.333333333333333,,,3
https://www.alternativateatral.com//obra6338-coronacion,4.0,,,2
https://www.alternativateatral.com//obra81189-no-plan-b,4.333333333333333,,,6
https://www.alternativateatral.com//obra60413-la-empoderada-orquesta-atipica,4.818181818181818,,,33
https://www.alternativateatral.com//obra34788-el-carino-en-la-oruga,4.333333333333333,,,3
https://www.alternativateatral.com//obra24901-mas-facil-que-llorar,3.75,,,4
https://www.alternativateatral.com//obra66989-el-show-de-camilo-y-nardo,4.5,,,2
https://www.alternativateatral.com//obra77853-pina-al-sur-del-sur,4.333333333333333,,,3
https://www.alternativateatral.com//obra66194-cuarteles-de-invierno-inspirada-en-la-novela-de-osvaldo-soriano,3.9565217391304346,,,23
https://www.alternativateatral.com//obra40663-vocal-melopea,5.0,,,3
https://www.alternativateatral.com//obra68642-reina-sin-reino,4.5,,,2
https://www.alternativateatral.com//obra76660-leit-motiv-hibrido,4.5,,,4
https://www.alternativateatral.com//obra81397-muestras-grupo-jueves-ninos-y-ninas-odisea,4.5,,,2
https://www.alternativateatral.com//obra32241-mi-amiga-la-oscuridad,3.25,,,4
https://www.alternativateatral.com//obra56631-tango-de-batuta,5.0,,,1
https://www.alternativateatral.com//obra28200-los-peques-llegan-al-teatro,1.0,,,1
https://www.alternativateatral.com//obra80958-les-bataclanes,4.076923076923077,,,13
https://www.alternativateatral.com//obra65716-oximoron-suite-para-verano,4.333333333333333,,,3
https://www.alternativateatral.com//obra29481-como-blanca-diosa,4.0,,,1
https://www.alternativateatral.com//obra59725-las-animas--sala-5,4.0,,,8
https://www.alternativateatral.com//obra53385-destiempo-para-novatas,4.066666666666666,,,15
https://www.alternativateatral.com//obra49655-la-zorra-ilusa,4.0625,,,16
https://www.alternativateatral.com//obra41502-fiesta-griega,4.266666666666667,,,15
https://www.alternativateatral.com//obra72007-en-estas-hojas-detallo-como-llego-el-25-de-mayo,3.6666666666666665,,,3
https://www.alternativateatral.com//obra75227-my-shared-folder,4.5,,,2
https://www.alternativateatral.com//obra78263-veraacedo-y-esteban-bonifacio,4.0,,,2
https://www.alternativateatral.com//obra74125-luz-de-lagrima-otros-fados,4.0,,,5
https://www.alternativateatral.com//obra73202-canciones-para-celebrar-la-vida,4.0,,,4
https://www.alternativateatral.com//obra63298-cuatriciclo,3.7,,,10
https://www.alternativateatral.com//obra41031-angela-irene-y-candela-mazza,2.5,,,2
https://www.alternativateatral.com//obra63085-los-argumento,3.25,,,4
https://www.alternativateatral.com//obra35086-la-tombola,4.111111111111111,,,9
https://www.alternativateatral.com//obra30611-unipersonales-distintos,3.3333333333333335,,,3
https://www.alternativateatral.com//obra41555-gala-de-opera-y-zarzuela,4.0,,,2
https://www.alternativateatral.com//obra73366-hipertrofia-del-yo-mi-felicidad-de-algodon-de-azucar,3.75,,,4
https://www.alternativateatral.com//obra13574-el-beso-de-la-mujer-arana,2.0,,,3
https://www.alternativateatral.com//obra78438-bad-roads,3.5,,,4
https://www.alternativateatral.com//obra26143-loser-de-neon,3.5,,,2
https://www.alternativateatral.com//obra35461-fadeiros-celebra-10-anos,3.5,,,2
https://www.alternativateatral.com//obra66784-golda-meir-cuestion-de-estado,3.25,,,4
https://www.alternativateatral.com//obra62816-bombon-vecinal-lo-unico-que-quiero-es-bailar-de-josefina-gorostiza,4.25,,,4
https://www.alternativateatral.com//obra9100-me-voy-me-voy,3.5,,,2
https://www.alternativateatral.com//obra66747-y-a-otra-cosa-mariposa,4.428571428571429,,,7
https://www.alternativateatral.com//obra72702-suena-ramon,4.1891891891891895,,,37
https://www.alternativateatral.com//obra41552-la-ausencia-de-un-ser,4.0,,,5
https://www.alternativateatral.com//obra42469-freno-de-mano,4.0,,,7
https://www.alternativateatral.com//obra55828-hasta-que-caiga-el-sol--sala-3,3.933333333333333,,,15
https://www.alternativateatral.com//obra42615-psicosis-448,4.0,,,4
https://www.alternativateatral.com//obra70008-el-viaje-de-la-estrella,4.4,,,10
https://www.alternativateatral.com//obra31606-fin-del-mundo,3.6,,,5
https://www.alternativateatral.com//obra42576-el-pescado-sin-vender,3.75,,,4
https://www.alternativateatral.com//obra75413-blancaflor-la-hija-del-malo,4.75,,,4
https://www.alternativateatral.com//obra79411-1989,3.652173913043478,,,23
https://www.alternativateatral.com//obra77512-dia-internacional-de-la-mujer-seleccion-de-cortos,5.0,,,1
https://www.alternativateatral.com//obra72409-solo-monologos--en-cuarentena,3.7142857142857144,,,7
https://www.alternativateatral.com//obra75248-concierto-para-el-alma,5.0,,,3
https://www.alternativateatral.com//obra42394-festival-dos-veces-bueno-programa-2,4.0,,,4
https://www.alternativateatral.com//obra49134-raul-luzzi--karmen-rencar-presentan-cuerdas-vivas,4.714285714285714,,,7
https://www.alternativateatral.com//obra36118-esperando-a-papa,4.0,,,7
https://www.alternativateatral.com//obra41284-cuerdas-al-azar--concierto-despedida,4.666666666666667,,,3
https://www.alternativateatral.com//obra16201-la-vida-del-ser-hunp.nano,4.0,,,6
https://www.alternativateatral.com//obra66343-hotel-oasis,4.447368421052632,,,38
https://www.alternativateatral.com//obra54178-muerdo,4.166666666666667,,,6
https://www.alternativateatral.com//obra54395-la-velocidad-de-la-luz,4.75,,,4
https://www.alternativateatral.com//obra25449-abrazame,2.8,,,5
https://www.alternativateatral.com//obra79577-jazz-y-algo-mazz-hdb-latin-jazz,4.666666666666667,,,3
https://www.alternativateatral.com//obra72563-la-liga-instantanea-un-videojuego-teatral-interactivo,4.0,,,5
https://www.alternativateatral.com//obra62397-la-cita--sala-6,4.0476190476190474,,,21
https://www.alternativateatral.com//obra4221-jose-gaspar-la-soledad-del-poder,4.0,,,2
https://www.alternativateatral.com//obra18573-la-espera-tragica,3.7142857142857144,,,14
https://www.alternativateatral.com//obra40795-comer-teatro-indigesto,4.125,,,8
https://www.alternativateatral.com//obra23957-las-bridas,3.4444444444444446,,,9
https://www.alternativateatral.com//obra25018-el-hijo-del-fin-del-mundo,4.5,,,4
https://www.alternativateatral.com//obra23555-bonjour-resac,5.0,,,1
https://www.alternativateatral.com//obra67627-las-leguizamo-epopeya-selvaticoliteraria,4.230769230769231,,,26
https://www.alternativateatral.com//obra74986-diario-de-canciones-vuelta-canela,4.470588235294118,,,17
https://www.alternativateatral.com//obra35010-dark-cabaret,3.5833333333333335,,,12
https://www.alternativateatral.com//obra9604-desdichado-deleite-del-destino,4.0,,,5
https://www.alternativateatral.com//obra28902-algo-va-a-pasar,4.0,,,1
https://www.alternativateatral.com//obra81232-hotel-paradise,4.5,,,6
https://www.alternativateatral.com//obra29285-copacabana,4.666666666666667,,,3
https://www.alternativateatral.com//obra53633-minga,4.0,,,2
https://www.alternativateatral.com//obra75122-giro-de-ases,4.333333333333333,,,9
https://www.alternativateatral.com//obra73985-sobre-volar,4.2,,,15
https://www.alternativateatral.com//obra57281-el-trinche,4.333333333333333,,,18
https://www.alternativateatral.com//obra79871-el-juego-inicios,4.34,,,50
https://www.alternativateatral.com//obra70053-naturaleza-trans,3.5,,,6
https://www.alternativateatral.com//obra76802-oh-saudade,4.681818181818182,,,22
https://www.alternativateatral.com//obra54837-compania-de-danza-de-las-trincheras-el-pais-de-la-selva,4.0,,,3
https://www.alternativateatral.com//obra81976-la-autora-invisible,4.333333333333333,,,3
https://www.alternativateatral.com//obra59919-que-paso-rita-cortese,4.0,,,9
https://www.alternativateatral.com//obra81190-pasillo-breve--edicion-noviembre,4.5,,,2
https://www.alternativateatral.com//obra6100-alondra-alma-profunda-de-la-vida,4.4,,,5
https://www.alternativateatral.com//obra57605-todas-las-anteriores,4.4423076923076925,,,52
https://www.alternativateatral.com//obra43369-el-gol-en-la-fabrica,4.2,,,20
https://www.alternativateatral.com//obra36492-bichitos,3.9285714285714284,,,14
https://www.alternativateatral.com//obra52283-pareja-de-tres,3.5833333333333335,,,12
https://www.alternativateatral.com//obra21971-baja-costura,4.25,,,4
https://www.alternativateatral.com//obra3212-dos-mujeres,4.0,,,1
https://www.alternativateatral.com//obra66202-vayven,3.888888888888889,,,27
https://www.alternativateatral.com//obra1330-el-senor-martin,5.0,,,1
https://www.alternativateatral.com//obra68906-bodangres-adaptacion-caprichosa-de-una-obra-de-lorca,3.75,,,4
https://www.alternativateatral.com//obra55675-adios-felipe,4.5,,,2
https://www.alternativateatral.com//obra54421-aca,4.0,,,3
https://www.alternativateatral.com//obra21914-suegras-barbaras,2.0,,,1
https://www.alternativateatral.com//obra41948-el-ensayo-general,1.5,,,2
https://www.alternativateatral.com//obra74027-el-fixer,4.037037037037037,,,54
https://www.alternativateatral.com//obra8379-la-presa,4.0,,,1
https://www.alternativateatral.com//obra81365-las-manos-de-eduviges-al-momento-de-nacer,3.6216216216216215,,3.0,37
https://www.alternativateatral.com//obra77362-laura-guastini--noche-flamenca-de-sevilla-a-buenos-aires,4.0,,,3
https://www.alternativateatral.com//obra73155-pablo-flores-torres-a-piacere-del-cantante,4.777777777777778,,,9
https://www.alternativateatral.com//obra26571-una-relacion-pornografica,3.375,,,8
https://www.alternativateatral.com//obra52384-tita-la-planta-maldita,4.35,,,20
https://www.alternativateatral.com//obra73222-el-laberinto-de-las-lunas,4.428571428571429,,,7
https://www.alternativateatral.com//obra54037-asunto-terminado,4.0,,,2
https://www.alternativateatral.com//obra57993-ex-que-revienten-los-actores,4.076923076923077,,,26
https://www.alternativateatral.com//obra2367-espejismo-shinkiro,3.75,,,4
https://www.alternativateatral.com//obra38814-paulas-de-balvanera,4.5,,,2
https://www.alternativateatral.com//obra51903-orquesta-el-arranque--victor-lavallen,4.6,,,5
https://www.alternativateatral.com//obra73211-el-monologo-te-cuento,4.0,,,3
https://www.alternativateatral.com//obra66996-phantastikon,4.0,,,2
https://www.alternativateatral.com//obra60980-an-evening-in-casablanca,4.222222222222222,,,9
https://www.alternativateatral.com//obra42385-festival-dos-veces-bueno-programa-1,4.125,,,8
https://www.alternativateatral.com//obra32984-porter,4.428571428571429,,,7
https://www.alternativateatral.com//obra29204-fantoches-dan-tres-vueltas-y-luego-se-van,4.314814814814815,,,54
https://www.alternativateatral.com//obra74364-claudio-maria-dominguez,4.428571428571429,,,7
https://www.alternativateatral.com//obra70703-remi--folx-presentan-nos--otros,5.0,,,1
https://www.alternativateatral.com//obra63943-las-vacas-francesas,2.0,,,1
https://www.alternativateatral.com//obra72436-hacedores-de-contagio,2.0,,,1
https://www.alternativateatral.com//obra57636-podemos-ser-felices-todavia,4.2727272727272725,,,22
https://www.alternativateatral.com//obra50373-escribi-griselda,4.5,,,20
https://www.alternativateatral.com//obra60352-lucy-in-the-skype--sala-3,4.222222222222222,,,9
https://www.alternativateatral.com//obra80243-amores-para-ser-contados,4.5,,,6
https://www.alternativateatral.com//obra39179-los-gritos-no-sagrados,3.8333333333333335,,,6
https://www.alternativateatral.com//obra57711-las-de-barranco,4.222222222222222,,,9
https://www.alternativateatral.com//obra74384-cesar-lerner-y-marcelo-moguilevsky--lo-mejor-de-la-musica-klezmer,4.5,,,6
https://www.alternativateatral.com//obra14813-baja-volcan,5.0,,,1
https://www.alternativateatral.com//obra70264-actos-de-amor--teatro-picnic,4.333333333333333,,,3
https://www.alternativateatral.com//obra49178-fadeiros-presenta-abril-en-portugal,5.0,,,2
https://www.alternativateatral.com//obra16081-campa--pichot,4.0,,,1
https://www.alternativateatral.com//obra54219-carmen-la-unica,3.857142857142857,,,7
https://www.alternativateatral.com//obra72752-los-bla-bla-presentan-bla-tv,4.488888888888889,,,45
https://www.alternativateatral.com//obra78742-ullmann,5.0,,,1
https://www.alternativateatral.com//obra59148-amor-en-puertas--sala-5,3.7142857142857144,,,7
https://www.alternativateatral.com//obra34654-lola-membrillo--adrian-berra,3.0,,,1
https://www.alternativateatral.com//obra31948-adriana-hubermanotra-danza-para-bailar,4.333333333333333,,,3
https://www.alternativateatral.com//obra67146-2-minutos--gatos-sucios--bakoespasmo-48los-pollos,4.666666666666667,,,3
https://www.alternativateatral.com//obra28615-parque-lezama,3.6842105263157894,,,19
https://www.alternativateatral.com//obra57566-la-casa-de-bernarda-alba,4.16,,,25
https://www.alternativateatral.com//obra8942-el-organito,4.523809523809524,,,21
https://www.alternativateatral.com//obra54300-eugenia-sasso-presenta-alma-sabe,5.0,,,2
https://www.alternativateatral.com//obra34996-futuro-incierto,4.0,,,6
https://www.alternativateatral.com//obra7475-dame-morbo,3.3333333333333335,,,3
https://www.alternativateatral.com//obra79342-ciclo-contemporanexs-taura-orquesta-tipica,4.8,,,5
https://www.alternativateatral.com//obra77928-la-que-no-existe,4.534883720930233,,,43
https://www.alternativateatral.com//obra30992-mientras-respiren-hombres-y-ojos-vean,4.166666666666667,,,6
https://www.alternativateatral.com//obra21556-perdoname-que-te-disculpe,3.75,,,4
https://www.alternativateatral.com//obra80399-raro-seria-no-amarte,3.0,,,4
https://www.alternativateatral.com//obra60738-noche-de-stand-up-en-taburete-club-de-comedia,3.0,,,3
https://www.alternativateatral.com//obra78863-mi-mujer-es-el-plomero,4.241379310344827,,,29
https://www.alternativateatral.com//obra45269-las-hermanitas-lupowitz,4.4324324324324325,,,37
